toid,gml_version,versiondate,function,reasonforchange,functionstatus,functiontheme,perimeter,area,distinctivename1,distinctivename2,distinctivename3,distinctivename4,primaryaddressbaseuprn,stakeholder1,stakeholder2,stakeholder1role,stakeholder2role,extentdefinition,function_codespace,functiontheme_codespace
osgb4000000073331668,9,43857,Hospital,Modified,Operational,Medical Care,1248.53,54441.62,Bullimore House,Finchley Memorial Hospital,,,200050404,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073331701,7,43819,Hospital,Modified,Operational,Medical Care,1366.5,76828.44,Croydon University Hospital,,,,2.00001E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073331738,8,43628,Hospital,Modified,Operational,Medical Care,778.64,15660.9,Sevenoaks Hospital,,,,1.00063E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073331761,6,43574,Medical Care Accommodation,Modified,Operational,Medical Care,947.14,21343.77,Beechcare Nursing Home,,,,10023438184,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073331784,4,43049,Medical Care Accommodation,Modified,Operational,Medical Care,242.12,3624.55,,,,,1.00023E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073331816,9,44239,Hospital,Modified,Operational,Medical Care,1029.53,44318.09,The Little Brook Hospital,,,,2.00001E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073331837,4,43074,Hospital,Modified,Operational,Medical Care,454.99,10693.3,Caterham Dene Hospital,,,,2E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073331889,5,43029,Medical Care Accommodation,Modified,Operational,Medical Care,274.07,4501.75,10,Wren Park,,,2E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073332978,3,42542,Hospital,Modified,Operational,Medical Care,254.93,3550.65,Lister Hospital,,,,1.00023E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073332981,4,43893,Medical Care Accommodation,Modified,Operational,Medical Care,48.42,111.67,,,,,1.00023E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073332142,5,44047,Medical Care Accommodation,Modified,Operational,Medical Care,262.25,4238.22,Frindsbury Hall,,,,1.00062E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073332146,7,43629,Medical Care Accommodation,Modified,Operational,Medical Care,296.12,5347.31,The Poplars Nursing Home,,,,10014309734,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073332159,6,43633,Medical Care Accommodation,Modified,Operational,Medical Care,296.39,3184.75,259,Maidstone Care Centre,,,10022897085,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073332171,5,43637,Medical Care Accommodation,Modified,Operational,Medical Care,277.27,4141,10,,,,2.00004E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073332194,4,42628,Medical Care Accommodation,Attributes,Operational,Medical Care,129.5,684.56,62,Nursing Home,,,2.00004E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073332202,8,43684,Hospice,Attributes,Operational,Medical Care,528.44,6415.06,Heart of Kent Hospice,,,,2.00001E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073332216,5,43539,Medical Care Accommodation,Modified,Operational,Medical Care,718.35,19008.07,Eglantine Villa,,,,1.00061E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073332285,5,44248,Medical Care Accommodation,Modified,Operational,Medical Care,340.91,2255.17,Three Forests Cheshire Home,,,,1.00091E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073332346,6,44088,Medical Care Accommodation,Modified,Operational,Medical Care,201.86,2548.34,Oaklands Nursing Home,,,,1.00092E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073332353,6,43585,Medical Care Accommodation,Modified,Operational,Medical Care,241.36,3308.89,Parkside Nursing Home,,,,1.00062E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073332362,4,42542,Medical Care Accommodation,Modified,Operational,Medical Care,754.29,22490.52,The Squirrels Nursing Home,,,,2.00001E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073332388,4,44041,Medical Care Accommodation,Modified,Operational,Medical Care,249.95,3537.71,Withens,,,,1.00062E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073332409,9,43875,Hospital,Modified,Operational,Medical Care,1211.26,21056.59,Royal Brompton Hospital,,,,217032984,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073332459,6,42983,Hospital,Modified,Operational,Medical Care,735.23,31532.98,The Priory Hospital North London,,,,207180905,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073332495,6,43655,Medical Care Accommodation,Modified,Operational,Medical Care,264.75,4437.85,32,St Cecilia's,,,1.00023E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073332673,3,42542,Medical Care Accommodation,Modified,Operational,Medical Care,594.13,18568.42,Chelmsford Nursing Home,,,,1.00091E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073332703,7,44267,Medical Care Accommodation,Modified,Operational,Medical Care,584.67,18032.22,Marillac Neurological Care Centre,,,,1.00091E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073334631,5,42635,Medical Care Accommodation,Attributes,Operational,Medical Care,195.92,2110.64,St Olave's Nursing Home,,,,10000809444,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073332829,10,44238,Hospital,Modified,Operational,Medical Care,2035.28,34724.58,St Mary's Hospital,,,,2.00001E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073333026,4,43157,Medical Care Accommodation,Modified,Operational,Medical Care,243.73,3524.79,Stamford Nursing Centre,,,,207192527,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073333049,5,43035,Hospital,Modified,Operational,Medical Care,209.79,1436.85,Southleigh Community,42,,,1.00021E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073333059,6,43894,Hospital,Modified,Operational,Medical Care,1338.78,58061.99,Lewisham Hospital,,,,2.00001E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073333086,5,43878,Medical Care Accommodation,Modified,Operational,Medical Care,235.48,3223.06,St Mauritius House,,,,1.00024E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073333088,4,42983,Medical Care Accommodation,Modified,Operational,Medical Care,222.95,1512.55,Clarendon Nursing Home,,,,1.00021E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073333150,6,43866,Hospice,Modified,Operational,Medical Care,464.21,12089.31,53,St Christopher's Hospice,51,55,1.0002E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073333152,5,43886,Medical Care Accommodation,Modified,Operational,Medical Care,328.34,5475.31,Alexander Nursing Home,,,,1.00022E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073333187,6,44231,Hospital,Attributes,Operational,Medical Care,108.54,415.82,14,MYA Fitzroy Hospital,,,5105566,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073333249,10,43819,Hospital,Modified,Operational,Medical Care,1265.14,41208.81,The Royal Free Hospital,,,,5087826,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073333475,5,43830,Medical Care Accommodation,Modified,Operational,Medical Care,142.46,1239.03,,,,,10034914019,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073333364,4,43816,Medical Care Accommodation,Modified,Operational,Medical Care,135.02,1133.21,,,,,10023773491,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073333369,6,43818,Hospital,Modified,Operational,Medical Care,245.24,2538.49,London Bridge Hospital,,,,10013525568,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073333414,5,43892,Hospice,Modified,Operational,Medical Care,428.21,7650.9,Cottage Hospice,,,,1.00023E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073333438,5,43878,Medical Care Accommodation,Modified,Operational,Medical Care,268.27,1950.14,Riverlee Nursing Home,,,,10010223672,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073333498,7,43586,Hospital,Modified,Operational,Medical Care,4416.49,967337.04,The Bethlem Royal Hospital,,,,10003630819,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073333601,4,44257,Medical Care Accommodation,Modified,Operational,Medical Care,585.64,19417.91,Havering Court Nursing Home,,,,1.00023E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073333543,3,42542,Hospital,Modified,Operational,Medical Care,541.08,15864.66,Chelsfield Park Hospital,,,,1.00023E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073333564,4,43092,Hospital,Modified,Operational,Medical Care,486.39,9016.63,Nuffield Health Brentwood Hospital,,,,1.00091E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073333615,6,43565,Hospital,Modified,Operational,Medical Care,2347.35,202478.41,Darent Valley Hospital,,,,2.00001E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073333642,5,43598,Medical Care Accommodation,Modified,Operational,Medical Care,356.29,5356.38,Kippington's,,,,1.00061E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073333659,5,43822,Hospital,Modified,Operational,Medical Care,612.78,19194.47,Orpington Hospital,,,,10003628027,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073333695,6,43889,Medical Care Accommodation,Modified,Operational,Medical Care,307.38,4336,Woodlands Nursing Home,,,,2E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073333709,5,44253,Hospice,Modified,Operational,Medical Care,412.07,10787.85,St Francis Hospice,,,,1.00023E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073333722,8,43894,Hospital,Modified,Operational,Medical Care,1354.17,62008.06,St Thomas' Hospital,,,,10008790569,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073333725,4,43845,Medical Care Accommodation,Modified,Operational,Medical Care,205.74,2317.91,55,,,,200088004,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073333736,4,43332,Medical Care Accommodation,Modified,Operational,Medical Care,160.88,1511.99,10,,,,1.00063E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073333785,5,43022,Medical Care Accommodation,Modified,Operational,Medical Care,323.11,5484.96,Fallowfield,,,,1.00023E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073333791,4,42940,Medical Care Accommodation,Modified,Operational,Medical Care,353.47,6624.61,Park View Nursing Home,,,,100045662,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073333799,5,43808,Medical Care Accommodation,Modified,Operational,Medical Care,264.49,3091.04,Ryedale Care Centre,,,,10034912612,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073333806,4,43071,Medical Care Accommodation,Modified,Operational,Medical Care,216.15,2620.26,Albany Lodge Nursing Home,,,,10014052443,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073333808,5,43594,Medical Care Accommodation,Modified,Operational,Medical Care,361.44,6835.13,,,,,1.00063E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073333810,6,43595,Medical Care Accommodation,Modified,Operational,Medical Care,581.7,12210.77,Chipstead Lake Cheshire Home,,,,50002006089,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073333851,7,42635,Hospital,Attributes,Operational,Medical Care,198.02,1782.51,2 to 4,Capio Nightingale Hospital,11 to 19,,10033548075,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073333858,5,42628,Medical Care Accommodation,Attributes,Operational,Medical Care,960.87,41678.32,Cranham Court Nursing Home,435,,,2.00003E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073333968,7,43815,Hospital,Modified,Operational,Medical Care,397.85,4390.16,1,The London Independent Hospital,,,6032961,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073333931,4,42628,Hospital,Attributes,Operational,Medical Care,138.39,1125.74,The Princess Grace Hospital,15,,,1.00023E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073333947,7,42635,Hospital,Attributes,Operational,Medical Care,125.26,830.67,Royal National Orthopaedic Hospital,,,,1.00023E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073333948,3,42542,Medical Care Accommodation,Modified,Operational,Medical Care,232.08,2594.08,62,,,,1.00091E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073333966,8,43804,Hospital,Modified,Operational,Medical Care,784.17,17902.23,Barking Community Hospital,,,,100100148,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073334037,4,43326,Medical Care Accommodation,Modified,Operational,Medical Care,216.31,1737.8,The Barn House Nursing Home,,,,68147232,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073334056,8,44074,Medical Care Accommodation,Modified,Operational,Medical Care,283.01,2809.73,The Hornchurch Care Home,2A,,,1.00021E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073334142,5,43008,Medical Care Accommodation,Modified,Operational,Medical Care,157.64,1142.29,76,Goldsborough Nursing Home,,,207112241,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073334173,4,42983,Medical Care Accommodation,Modified,Operational,Medical Care,208.37,2518.06,Hugh Myddelton House,,,,207115505,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073334184,4,43865,Medical Care Accommodation,Modified,Operational,Medical Care,263.79,2565.92,,,,,207151214,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073334195,8,42983,Medical Care Accommodation,Modified,Operational,Medical Care,281.08,3353.9,42,,,,1.0002E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073334201,6,43822,Medical Care Accommodation,Modified,Operational,Medical Care,217.4,1945.83,Bridgeside Lodge,,,,5300097021,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073334219,4,43001,Hospital,Modified,Operational,Medical Care,290.98,4263.31,Highgate Private Hospital,,,,10003978265,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073334456,5,43035,Hospital,Modified,Operational,Medical Care,504.83,10914.37,Holly House,,,,1.00091E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073334461,5,43635,Hospital,Modified,Operational,Medical Care,450.83,5509.32,The Wellington Hospital,,,,10033547309,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073334462,8,43804,Hospital,Modified,Operational,Medical Care,544.88,13578.76,60,Hospital of St John and St Elizabeth,,,10033564047,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073334497,5,44257,Medical Care Accommodation,Modified,Operational,Medical Care,183.52,1617.57,38,,,,1.0002E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073334498,6,44257,Medical Care Accommodation,Modified,Operational,Medical Care,191.5,1645.08,1,Homefield Nursing Home,,,1.0002E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073334582,8,44260,Hospital,Modified,Operational,Medical Care,2194.28,130278.83,The Royal Marsden Hospital,,,,5870119069,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073334644,5,43549,Medical Care Accommodation,Modified,Operational,Medical Care,624.04,17180.91,Paternoster House,,,,2.00001E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073334704,5,43843,Hospital,Attributes,Operational,Medical Care,431.17,5481.14,National Hospital for Neurology and Neurosurgery,,,,5133289,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073334710,5,43808,Hospital,Modified,Operational,Medical Care,211.56,1691.12,University College Hospital at Westmoreland Street,,,,1.00023E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073334711,5,43157,Hospital,Attributes,Operational,Medical Care,95.34,525.69,30,The Princess Grace Hospital,,,10033533369,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073334725,5,43173,Medical Care Accommodation,Modified,Operational,Medical Care,332.23,6850.82,,,,,44007868,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073334799,4,42983,Medical Care Accommodation,Modified,Operational,Medical Care,272.4,3808.37,Ravenscourt Nursing Home,,,,1.00021E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073334779,4,42542,Medical Care Accommodation,Modified,Operational,Medical Care,214.17,2351.49,Fleming House,,,,1.00022E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073334766,15,44235,Hospital,Modified,Operational,Medical Care,2942.73,146476.91,Chase Farm Hospital,,,,207183897,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073334767,4,43064,Hospital,Modified,Operational,Medical Care,744.83,27748.47,The Cavell Hospital,,,,207145025,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073334830,4,43157,Medical Care Accommodation,Modified,Operational,Medical Care,162.69,1372.61,45,,,,1.00061E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073334836,6,43221,Medical Care Accommodation,Modified,Operational,Medical Care,615.77,22640.76,The Betty and Asher Loftus Centre,,,,200200267,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073334838,3,42542,Medical Care Accommodation,Modified,Operational,Medical Care,218.04,1388.67,473,,,,207080655,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
